CWE_ID,Name,Description,URL
537,Java Runtime Error Message Containing Sensitive Information,"In many cases, an attacker can leverage the conditions that cause unhandled exception errors in order to gain unauthorized access to the system.",https://cwe.mitre.org/data/definitions/537.html
538,Insertion of Sensitive Information into Externally-Accessible File or Directory,"The product places sensitive information into files or directories that are accessible to actors who are allowed to have access to the files, but not to the sensitive information.",https://cwe.mitre.org/data/definitions/538.html
539,Use of Persistent Cookies Containing Sensitive Information,"The web application uses persistent cookies, but the cookies contain sensitive information.",https://cwe.mitre.org/data/definitions/539.html
54,Path Equivalence: 'filedir\' (Trailing Backslash),"The product accepts path input in the form of trailing backslash ('filedir\') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",https://cwe.mitre.org/data/definitions/54.html
540,Inclusion of Sensitive Information in Source Code,Source code on a web server or repository often contains sensitive information and should generally not be accessible to users.,https://cwe.mitre.org/data/definitions/540.html
541,Inclusion of Sensitive Information in an Include File,"If an include file source is accessible, the file can contain usernames and passwords, as well as sensitive information pertaining to the application and system.",https://cwe.mitre.org/data/definitions/541.html
543,Use of Singleton Pattern Without Synchronization in a Multithreaded Context,The product uses the singleton pattern when creating a resource within a multithreaded environment.,https://cwe.mitre.org/data/definitions/543.html
544,Missing Standardized Error Handling Mechanism,"The product does not use a standardized method for handling errors throughout the code, which might introduce inconsistent error handling and resultant weaknesses.",https://cwe.mitre.org/data/definitions/544.html
546,Suspicious Comment,"The code contains comments that suggest the presence of bugs, incomplete functionality, or weaknesses.",https://cwe.mitre.org/data/definitions/546.html
547,"Use of Hard-coded, Security-relevant Constants","The product uses hard-coded constants instead of symbolic names for security-critical values, which increases the likelihood of mistakes during code maintenance or security policy change.",https://cwe.mitre.org/data/definitions/547.html
548,Exposure of Information Through Directory Listing,The product inappropriately exposes a directory listing with an index of all the resources located inside of the directory.,https://cwe.mitre.org/data/definitions/548.html
549,Missing Password Field Masking,"The product does not mask passwords during entry, increasing the potential for attackers to observe and capture passwords.",https://cwe.mitre.org/data/definitions/549.html
55,Path Equivalence: '/./' (Single Dot Directory),"The product accepts path input in the form of single dot directory exploit ('/./') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",https://cwe.mitre.org/data/definitions/55.html
